author_qID,orcid,name,affiliation,affiliation_id,affiliation_id_source,start_date_year
Q92739135,0000-0002-2672-9030,"('Ali', 'Moin')","('University of California Berkeley', '1438', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0001-7358-3030,"('Helle Nystrup', 'Lund')","('Aalborg Universitetshospital', '53141', 'RINGGOLD', '2003')",nan,nan,nan,nan
,0000-0002-4683-4030,"('Uma Fadzilia', 'Arifin')","('Politeknik ATK Yogyakarta', '495958', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0003-4312-4030,"('Ademola', 'Adetona')","('University of Lagos Faculty of Science', '309368', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-7040-4030,"('Dobrosława', 'Horzela')","('Jagiellonian University', 'grid.5522.0', 'GRID', '2018')",nan,nan,nan,nan
,0000-0003-1196-6030,"('Stephen', 'Addison')","('University of Central Arkansas', '2673', 'RINGGOLD', '1984')",nan,nan,nan,nan
,0000-0001-5300-5030,"('LUIS', 'SANTE')","('Hospital Clínico Universitario San Carlos', '16267', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q42831875,0000-0001-6195-3030,"('Amanda', 'Lewis')","('Washington University in Saint Louis School of Medicine', '12275', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0001-9724-3030,"('Xiwei', 'Zhang')","('Anyang Normal University', '118219', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0003-2241-1030,"('Paul', 'Asselin')","('Université de Sherbrooke Faculté des Sciences', '98629', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-5788-3030,"('Vanessa', 'Finney')","('Australian Museum', '7779', 'RINGGOLD', '2006')",nan,nan,nan,nan
Q96211121,0000-0002-4131-2030,"('Harriet', 'Johansson')","('Istituto Europeo di Oncologia', '9290', 'RINGGOLD', '2001')",nan,nan,nan,nan
,0000-0001-5379-3030,"('Arjang', 'Alidai')","('Deltares', '55955', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0001-5682-0030,"('Luciana', 'Iummato')","('Ministerio de Salud de la Nación', '161608', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0003-2201-6030,"('DEIVID', 'STEFEN')","('Universidade Comunitária da Região de Chapecó', '67835', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0003-0392-3030,"('Олексій', 'Гнєздовський')","(""Zaporiz'kyj nacional'nyj texnichnyj universytet"", '230831', 'RINGGOLD', '2007')",nan,nan,nan,nan
Q42716788,0000-0002-5188-7030,"('Min-Hsiung', 'Pan')","('National Taiwan University', '33561', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0001-6506-5030,"('yakup', 'akkuş')","('Istanbul University', 'grid.9601.e', 'GRID', '2016')",nan,nan,nan,nan
,0000-0001-7507-9030,"('Matthew', 'Edmunds')","('University of Birmingham', '1724', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-5556-1030,"('Mohammad', 'Arkani')","('VU medisch centrum', '1209', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0003-3735-7030,"('Elio Ronald', 'RUELAS ACERO')","('International Baccalaureate', '111305', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0001-8229-5030,"('Norton', 'Dudeque')","('Universidade Federal do Paraná', '28122', 'RINGGOLD', '1992')",nan,nan,nan,nan
Q89379813,0000-0001-7138-5030,"('Zhenkai', 'Liang')","('National University of Singapore', '37580', 'RINGGOLD', '2008')",nan,nan,nan,nan
Q57897569,0000-0001-6029-9030,"('Oju', 'Ibor')","('University of Calabar', '107948', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0003-0053-8030,"('BELLO', 'HASSAN')","('Kano State Polytechnic', '213389', 'RINGGOLD', '2003')",nan,nan,nan,nan
Q53120582,0000-0001-8101-4030,"('Jinfeng', 'Liao')","('Sichuan University', '12530', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-3697-8030,"('Budi', 'Hasyim')","('Universitas Negeri Surabaya', '95443', 'RINGGOLD', '1986')",nan,nan,nan,nan
Q59553003,0000-0001-9887-9030,"('Justyna', 'Barzowska')","('University of Gdańsk', 'grid.8585.0', 'GRID', '2006')",nan,nan,nan,nan
,0000-0003-1409-1030,"('amanda', 'radel')","('University of California Berkeley Museum of Vertebrate Zoology', '166480', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0003-4958-5030,"('Vanessa Jordão Marcato', 'Fernandes')","('Universidade Federal da Grande Dourados', '186079', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0001-9969-5030,"('Zachary', 'Dugan')","('US Naval Observatory', '53699', 'RINGGOLD', '2007')",nan,nan,nan,nan
,0000-0002-4478-3030,"('Daiane', 'Ribas Faoto')","('Universidade Regional do Noroeste do Estado do Rio Grande do Sul', '154626', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0003-1122-9030,"('Oksana', 'Fayura')","(""Lvivs'kyj nacional'nyj medychnyj universytet imeni Danyla Halyc'koho"", '58666', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-5935-1030,"('Jerry', 'Meier')","('University of Minnesota', 'http://dx.doi.org/10.13039/100007249', 'FUNDREF', '1989')",nan,nan,nan,nan
,0000-0003-3159-6030,"('Myhailo', 'Kulyk')","('Vinnytsia National Agrarian University', 'grid.446047.5', 'GRID', '2009')",nan,nan,nan,nan
,0000-0001-6751-1030,"('Bohdana', 'Opria')","('Kamyanets-Podilsky Ivan Ohienko National University', 'grid.449541.9', 'GRID', '2011')",nan,nan,nan,nan
Q87064906,0000-0003-2991-2030,"('Navid', 'Naghdi')","('Hamadan University of Medical Sciences Medical School', '158768', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q91787744,0000-0002-7899-1030,"('Olga', 'Isaeva')","('Kamchatka State Technical University', '422591', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-3148-0030,"('Carlos', 'Costa')","('Universidade Federal do Rio Grande do Norte', '28123', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0003-0981-5030,"('morteza', 'hamidi')","('Aja University of Medical Sciences', '162996', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0001-6713-2030,"('Rogelio', 'Luna Zamora')","('Universidad de Guadalajara', '27802', 'RINGGOLD', '1986')",nan,nan,nan,nan
,0000-0002-4677-0030,"('Rajeev', 'V R')","('Government Engineering College Thrissur', '232546', 'RINGGOLD', '2006')",nan,nan,nan,nan
,0000-0002-1344-2030,"('Czesław', 'Sikorski')","('University of Łódź', 'grid.10789.37', 'GRID', '1966')",nan,nan,nan,nan
Q92980189,0000-0002-7439-2030,"('Lang', 'Li')","('Xishuangbanna Tropical Botanical Garden', '74740', 'RINGGOLD', '2007')",nan,nan,nan,nan
Q84587240,0000-0002-9606-5030,"('Zengzhi', 'Li')","('Anhui University', '12487', 'RINGGOLD', '1979')",nan,nan,nan,nan
,0000-0002-8705-4030,"('Emily', 'Chen')","('University of Illinois at Urbana-Champaign', '14589', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q83506767,0000-0002-0677-9030,"('Prithiba', 'Mitra')","('University of Kentucky', '15511', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q91271469,0000-0002-3052-5030,"('Johanna', 'Forstner')","('UniversitätsKlinikum Heidelberg', '27178', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-5794-7030,"('Sashidhar', 'Sagi')","('Indiana University', 'http://dx.doi.org/10.13039/100006733', 'FUNDREF', '2013')",nan,nan,nan,nan
,0000-0001-9671-8030,"('Christoph', 'Nienaber')","('Royal Brompton and Harefield NHS Foundation Trust', '4964', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q92351092,0000-0002-0322-8030,"('Cheol-Ho', 'Pan')","('Korea Institute of Science and Technology', '58975', 'RINGGOLD', '2006')",nan,nan,nan,nan
Q88102758,0000-0003-3511-6030,"('Alisson', 'Kwiatkowski da Silva')","('Max-Planck-Institut für Eisenforschung GmbH', '28272', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0003-0544-3030,"('Jeremy', 'Wolcott')","('Tufts University', '1810', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-2448-3030,"('Cherry Mathew', 'Philipose')","('SSN Group of Educational Institutions', '177105', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-1724-0030,"('Yunus', 'Musa')","('Universitas Hasanuddin Fakultas Pertanian', '355668', 'RINGGOLD', '2000')",nan,nan,nan,nan
,0000-0002-4313-1030,"('Edyta', 'Karcz')","('Gdanski Uniwersyteckie Centrum Kliniczne', '245164', 'RINGGOLD', '2010')",nan,nan,nan,nan
,0000-0002-7502-9030,"('Yue', 'Chen')","('Ningbo University', '47862', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q57755621,0000-0001-9406-9030,"('Tyrell', 'Cartwright')","('Newcastle University', '5994', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q89772501,0000-0002-1470-1030,"('Martina', 'Tomasella')","('Università degli Studi di Trieste Dipartimento di Scienze della Vita', '164755', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-0525-8030,"('Helen', 'Menezes')","('Governo do Estado de Pernambuco', '119481', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q96193329,0000-0002-8966-6030,"('Sergey', 'Sukhov')","('University of Central Florida', '6243', 'RINGGOLD', '2006')",nan,nan,nan,nan
,0000-0003-0147-7030,"('Ebisa', 'Abebe')","('Ambo University', '128156', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0003-2288-4030,"('Олена', 'Білоус')","(""Sums'kij derzhavnij universitet"", '187506', 'RINGGOLD', '1993')",nan,nan,nan,nan
Q52984503,0000-0003-2017-6030,"('Fang', 'Yuan')","('Shandong University of Science and Technology', '74789', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q57147526,0000-0002-2277-9030,"('Aimee', 'Silla')","('University of Wollongong', '8691', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q57915398,0000-0002-6162-0030,"('Pedro', 'Nogueira')","('Universidade de Évora', '112318', 'RINGGOLD', '1996')",nan,nan,nan,nan
,0000-0001-5444-6030,"('Francisco Xavier', 'Solé Zapatero')","('Universidad Autónoma del Estado de México', '27782', 'RINGGOLD', '1994')",nan,nan,nan,nan
,0000-0002-3078-7030,"('Young Mo', 'Chung')","('Hansung University', '34952', 'RINGGOLD', '1995')",nan,nan,nan,nan
,0000-0001-7386-6030,"('Vlatka', 'Butorac Malnar')","('Sveuciliste u Rijeci Pravni Fakultet', '112566', 'RINGGOLD', '2006')",nan,nan,nan,nan
Q60070063,0000-0002-3440-3030,"('Karim', 'Thébault')","('University of Bristol', '1980', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q92089973,0000-0003-1639-6030,"('Farid', 'Shariatmadari')","('Tarbiat Modares University', '41616', 'RINGGOLD', '1992')",nan,nan,nan,nan
,0000-0002-5723-4030,"('Yu', 'Zhang')","('Shanxi Medical University', '74648', 'RINGGOLD', '1999')",nan,nan,nan,nan
,0000-0003-0092-5030,"('Ilya', 'Laufer')","('Memorial Sloan Kettering Cancer Center', '5803', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0003-1155-2030,"('João Batista', 'Simão')","('Universidade Federal de Uberlândia', '28119', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q89849360,0000-0001-9403-4030,"('Timothy', 'Damron')","('SUNY Upstate Medical University', 'grid.411023.5', 'GRID', '1994')",nan,nan,nan,nan
,0000-0003-3141-4030,"('hasan', 'joudallah')","('Al-Najah National University', '61284', 'RINGGOLD', '2011')",nan,nan,nan,nan
Q57072819,0000-0003-2035-2030,"('Rafael', 'Dettogni Guariento')","('Universidade Federal de Mato Grosso do Sul', '54534', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0003-1440-3030,"('Odete', 'Paiva')","('Polytechnic Institute of Viseu', 'grid.410929.7', 'GRID', '1997')",nan,nan,nan,nan
,0000-0002-0144-1030,"('Elena', 'Solodkova')","('Irkutsk State University', 'grid.18101.39', 'GRID', '2016')",nan,nan,nan,nan
Q87933304,0000-0003-2841-8030,"('Lloyd', 'Fletcher')","('University of Southampton', '7423', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-0158-0030,"('Rachel', 'Dibal Simon-karu')","('Gombe State University', '107958', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-0412-4030,"('Stephen', 'Brush')","('University of California Davis', '8789', 'RINGGOLD', '1984')",nan,nan,nan,nan
,0000-0001-8801-3030,"('reem', 'abd')","('University of Mustansiriyah / College of Science / Assistant Lecturer', '108487', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-2497-7030,"('Silmara', 'Marton')","('Universidade Federal Fluminense', '28110', 'RINGGOLD', '2009')",nan,nan,nan,nan
Q89081630,0000-0002-4589-0030,"('Areepan', 'Sophonsritsuk')","('Mahidol University Faculty of Medicine Ramathibodi Hospital', '26687', 'RINGGOLD', '2001')",nan,nan,nan,nan
,0000-0001-5997-6030,"('YAKUBU', 'ADAMU')","('Ibrahim badamasi Babangida University', '146950', 'RINGGOLD', '2010')",nan,nan,nan,nan
,0000-0003-1148-0030,"('Paul', 'Schuler')","(""Boston Children's Hospital"", 'http://dx.doi.org/10.13039/100006823', 'FUNDREF', '2016')",nan,nan,nan,nan
,0000-0003-3172-1030,"('Giorgio', 'Rubino')","('Azienda Ospedaliera di Padova', '18624', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-2974-3030,"('Ajay', 'Kumar')","('Malaviya National Institute of Technology Jaipur', 'grid.444471.6', 'GRID', '2016')",nan,nan,nan,nan
,0000-0002-2154-9030,"('Alejandro', 'Higashi')","('Universidad Autónoma Metropolitana Iztapalapa', '27788', 'RINGGOLD', '2001')",nan,nan,nan,nan
Q85385754,0000-0001-7954-7030,"('Somdet', 'Srichairatanakool')","('Chiang Mai University Faculty of Medicine', '37686', 'RINGGOLD', '1986')",nan,nan,nan,nan
,0000-0002-3870-3030,"('Monica', 'Goncalves')","('Universidade Federal de Santa Catarina', '28117', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0002-0930-4030,"('Mahmoud', 'Rababah')","(""Al-Balqa' Applied University"", '59303', 'RINGGOLD', '2002')",nan,nan,nan,nan
,0000-0001-6512-9030,"('Shuai', 'Song')","('Taiyuan University of Technology', '47846', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0001-6941-0030,"('Sebastian', 'Wolfrum')","('Universitätsklinikum Schleswig-Holstein - Campus Lübeck', '54360', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0001-7375-1030,"('Bo', 'He')","('Harbin Engineering University', '12428', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-2898-6030,"('Krzysztof', 'Świrek')","('University of Warsaw', 'grid.12847.38', 'GRID', '2017')",nan,nan,nan,nan
,0000-0001-8276-2030,"('yasin', 'görmez')","('Cumhuriyet Üniversitesi', '52954', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0001-7999-3030,"('Uxío-Breogán', 'Diéguez Cequiel')","('Universidade da Coruña', '16737', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0001-7192-4030,"('Patricia', 'Villalobos Peñalosa')","('Universidad Autónoma de Tlaxcala', '27776', 'RINGGOLD', '1987')",nan,nan,nan,nan
,0000-0002-1575-5030,"('MERT TASKIN', 'DEMIR')","('Dokuz Eylül University', 'grid.21200.31', 'GRID', '2001')",nan,nan,nan,nan
Q59650967,0000-0002-1958-8030,"('Matthew', 'Green')","('Oak Ridge National Laboratory', '6146', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0003-0633-1030,"('Dr. Nileena', 'Saroja')","('Emirates Canadian University College', '389121', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-8194-7030,"('Alessandra', 'Venosa')","('Universidade de Brasília', '28127', 'RINGGOLD', '1998')",nan,nan,nan,nan
,0000-0001-5660-1030,"('William', 'McIntosh')","('Texas A&M University', '14736', 'RINGGOLD', '1975')",nan,nan,nan,nan
Q88060926,0000-0001-9131-9030,"('Zhiwu', 'Chen')","('Anhui Medical University', '12485', 'RINGGOLD', '1999')",nan,nan,nan,nan
,0000-0002-8175-2030,"('Rubia', 'Fuentefria')","('Hospital de Clínicas de Porto Alegre', '37895', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q48237960,0000-0001-8527-7030,"('Rohan', 'Edmunds')","('ChemCentre', '117169', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q84568970,0000-0003-4436-2030,"('Nieves', 'Schade')","('Universidad de Concepcion Facultad de Ciencias Sociales', '216328', 'RINGGOLD', '1996')",nan,nan,nan,nan
,0000-0003-3066-5030,"('Nilratan', 'Bhattacharjee')","('Assam University', '28686', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-3764-7030,"('ABUR', 'CYPRIAN CLEMENT')","('Nigerian Institute of Social and Economic Research', '107965', 'RINGGOLD', '2013')",nan,nan,nan,nan
Q90047042,0000-0001-8220-1030,"('Martau', 'Gheorghe Adrian')","('Universitatea de Ştiinţe Agricole şi Medicină Veterinară Cluj-Napoca', '162275', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q86924811,0000-0002-0626-9030,"('Mark', 'Davis')","('PathWest Laboratory Medicine Western Australia', '56375', 'RINGGOLD', '1993')",nan,nan,nan,nan
,0000-0003-2176-9030,"('Huihui', 'Zhao')","('Institute of Remote Sensing and Digital Earth Chinese Academy of Sciences', '74516', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-0739-2030,"('Maria Teresa', 'Nunes')","('Commissao para a Cidadania e Igualdade de Genero', '112106', 'RINGGOLD', '2000')",nan,nan,nan,nan
,0000-0001-9452-8030,"('Simone', 'de Milliano')","('AMC', '26066', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0003-3540-7030,"('Alejandro M.', 'Jiménez-Genchi')","('Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz', '42584', 'RINGGOLD', '1999')",nan,nan,nan,nan
,0000-0002-4651-9030,"('Vladimir', 'Chevela')","('Kazan Federal University', 'grid.77268.3c', 'GRID', '1979')",nan,nan,nan,nan
,0000-0001-6964-8030,"('Vahid', 'Ebrahimi')","('University of Central Florida College of Optics and Photonics', '482047', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0001-9448-0030,"('Lyudmila', 'Kozak')","('Taras Shevchenko National University of Kyiv', 'grid.34555.32', 'GRID', '2003')",nan,nan,nan,nan
,0000-0001-8614-9030,"('MITALI', 'MANDAL')","('Orissa University of Agriculture and Technology', '78106', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0002-4676-2030,"('Ahmed', 'Abusnaina')","('Birzeit University', '37769', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q51322749,0000-0003-0630-7030,"('Raquel', 'da Silva Aragão')","('Universidade Federal de Pernambuco', '28116', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-6121-7030,"('David', 'Flaherty')","('Mayo Regional Hospital', '24645', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0001-9220-7030,"('SAADET YAGMUR', 'KUMCU')","('Uşak Üniversitesi', '175652', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0001-7646-9030,"('Gaston Heriberto', 'Cruz Saez')","('Ministerio de Salud Pública', '118930', 'RINGGOLD', '2004')",nan,nan,nan,nan
,0000-0001-9682-2030,"('LUCA', 'BOGGERO')","('German Aerospace Center', 'grid.7551.6', 'GRID', '2018')",nan,nan,nan,nan
Q1927803,0000-0001-5433-1030,"('Michael', 'Herzog')","('École Polytechnique Fédérale de Lausanne', '27218', 'RINGGOLD', '2004')",nan,nan,nan,nan
Q89357768,0000-0002-6363-4030,"('raziye', 'salari')","('Uppsala Universitet', '8097', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-8417-9030,"('Francisco', 'Correia')","('UFAC - Universidade Federal do Acre', '37872', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-0784-3030,"('João Carlos', 'de Souza')","('Universidade Estadual Paulista Júlio de Mesquita Filho - Câmpus de Araraquara', '153998', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0003-1451-8030,"('Hjalmar', 'Fors')","('Karolinska Institutet', '27106', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-3070-1030,"('Eliane', 'Matesco Cristovão')","('Universidade Federal de Itajubá', '28094', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-5662-9030,"('Miguel', 'Ferreira')","('Laboratório de Instrumentação e Física Experimental de Partículas', '112014', 'RINGGOLD', '1990')",nan,nan,nan,nan
Q92616275,0000-0003-3240-9030,"('Yanyan', 'Yang')","('Peking University Third Hospital', '66482', 'RINGGOLD', '2003')",nan,nan,nan,nan
,0000-0002-7010-5030,"('Ricardo', 'Menotti')","('Federal University of São Carlos', 'grid.411247.5', 'GRID', '2011')",nan,nan,nan,nan
,0000-0003-3474-6030,"('tankeswar', 'nath')","('Assam Agricultural University', '28684', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-4081-1030,"('Muhammad Rafie', 'Mohd Arshad')","('Universiti Sains Malaysia', '26689', 'RINGGOLD', '1988')",nan,nan,nan,nan
,0000-0002-8220-2030,"('Marcos', 'Martins')","('Universidade Federal de São Carlos', '67828', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q58247734,0000-0002-0899-3030,"('Claire', 'Henchcliffe')","('Memorial Sloan Kettering Cancer Center', '5803', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q92497360,0000-0002-8180-8030,"('Sarel', 'Halachmi')","('Bnai Zion Medical Center', 'grid.414529.f', 'GRID', '2008')",nan,nan,nan,nan
,0000-0002-5610-0030,"('Larissa', 'Matsuyama')","('Universidade de São Paulo', '28133', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-4365-0030,"('MOHAMED', 'HAMED')","('Gulf Medical University', '105956', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q91368165,0000-0001-5584-4030,"('David', 'Leasa')","('Western University', 'grid.39381.30', 'GRID', '1985')",nan,nan,nan,nan
Q58658170,0000-0002-1006-5030,"('David', 'Badía-Villas')","('Universidad de Zaragoza, EPS', '16765', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0003-3927-2030,"('Matěj', 'Lédl')","('Brno University of Technology', 'grid.4994.0', 'GRID', '2017')",nan,nan,nan,nan
Q88337803,0000-0003-3589-6030,"('Viswanath', 'Meenakshisundaram')","('Virginia Tech', 'grid.438526.e', 'GRID', '2015')",nan,nan,nan,nan
,0000-0003-0975-1030,"('Toan', 'Nguyen Van')","('Le Quy Don Technical University', 'http://dx.doi.org/10.13039/501100004109', 'FUNDREF', '2018')",nan,nan,nan,nan
,0000-0002-1894-8030,"('James', 'Bellinger')","('University of Wisconsin Madison', '5228', 'RINGGOLD', '1985')",nan,nan,nan,nan
,0000-0003-0100-4030,"('Gustav', 'Grund Pihlgren')","('Luleå University of Technology', 'grid.6926.b', 'GRID', '2018')",nan,nan,nan,nan
Q88942356,0000-0002-0131-0030,"('Mohamed', 'Seif')","('National Research Centre', '68787', 'RINGGOLD', '2007')",nan,nan,nan,nan
,0000-0002-5146-5030,"('novita', 'puspahaty')","('Universitas Islam 45 Bekasi', 'grid.443162.6', 'GRID', '2012')",nan,nan,nan,nan
